Mod:Item:MetaData, Localized Name
appliedenergistics2:part:35, ME Covered Cable - Black
appliedenergistics2:part:36, ME Covered Cable - Fluix
appliedenergistics2:part:500, ME Dense Covered Cable - White
appliedenergistics2:part:501, ME Dense Covered Cable - Orange
appliedenergistics2:part:502, ME Dense Covered Cable - Magenta
appliedenergistics2:part:503, ME Dense Covered Cable - Light Blue
appliedenergistics2:part:504, ME Dense Covered Cable - Yellow
appliedenergistics2:part:505, ME Dense Covered Cable - Lime
appliedenergistics2:part:506, ME Dense Covered Cable - Pink
appliedenergistics2:part:507, ME Dense Covered Cable - Gray
appliedenergistics2:part:508, ME Dense Covered Cable - Light Gray
appliedenergistics2:part:509, ME Dense Covered Cable - Cyan
appliedenergistics2:part:510, ME Dense Covered Cable - Purple
appliedenergistics2:part:511, ME Dense Covered Cable - Blue
appliedenergistics2:part:512, ME Dense Covered Cable - Brown
appliedenergistics2:part:513, ME Dense Covered Cable - Green
appliedenergistics2:part:514, ME Dense Covered Cable - Red
appliedenergistics2:part:515, ME Dense Covered Cable - Black
appliedenergistics2:part:516, ME Dense Covered Cable - Fluix
appliedenergistics2:part:60, ME Dense Smart Cable - White
appliedenergistics2:part:61, ME Dense Smart Cable - Orange
appliedenergistics2:part:62, ME Dense Smart Cable - Magenta
appliedenergistics2:part:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:part:64, ME Dense Smart Cable - Yellow
appliedenergistics2:part:65, ME Dense Smart Cable - Lime
appliedenergistics2:part:66, ME Dense Smart Cable - Pink
appliedenergistics2:part:67, ME Dense Smart Cable - Gray
appliedenergistics2:part:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:part:69, ME Dense Smart Cable - Cyan
appliedenergistics2:part:70, ME Dense Smart Cable - Purple
appliedenergistics2:part:71, ME Dense Smart Cable - Blue
appliedenergistics2:part:72, ME Dense Smart Cable - Brown
appliedenergistics2:part:73, ME Dense Smart Cable - Green
appliedenergistics2:part:74, ME Dense Smart Cable - Red
appliedenergistics2:part:75, ME Dense Smart Cable - Black
appliedenergistics2:part:76, ME Dense Smart Cable - Fluix
appliedenergistics2:part:0, ME Glass Cable - White
appliedenergistics2:part:1, ME Glass Cable - Orange
appliedenergistics2:part:2, ME Glass Cable - Magenta
appliedenergistics2:part:3, ME Glass Cable - Light Blue
appliedenergistics2:part:4, ME Glass Cable - Yellow
appliedenergistics2:part:5, ME Glass Cable - Lime
appliedenergistics2:part:6, ME Glass Cable - Pink
appliedenergistics2:part:7, ME Glass Cable - Gray
appliedenergistics2:part:8, ME Glass Cable - Light Gray
appliedenergistics2:part:9, ME Glass Cable - Cyan
appliedenergistics2:part:10, ME Glass Cable - Purple
appliedenergistics2:part:11, ME Glass Cable - Blue
appliedenergistics2:part:12, ME Glass Cable - Brown
appliedenergistics2:part:13, ME Glass Cable - Green
appliedenergistics2:part:14, ME Glass Cable - Red
appliedenergistics2:part:15, ME Glass Cable - Black
appliedenergistics2:part:16, ME Glass Cable - Fluix
appliedenergistics2:part:40, ME Smart Cable - White
appliedenergistics2:part:41, ME Smart Cable - Orange
appliedenergistics2:part:42, ME Smart Cable - Magenta
appliedenergistics2:part:43, ME Smart Cable - Light Blue
appliedenergistics2:part:44, ME Smart Cable - Yellow
appliedenergistics2:part:45, ME Smart Cable - Lime
appliedenergistics2:part:46, ME Smart Cable - Pink
appliedenergistics2:part:47, ME Smart Cable - Gray
appliedenergistics2:part:48, ME Smart Cable - Light Gray
appliedenergistics2:part:49, ME Smart Cable - Cyan
appliedenergistics2:part:50, ME Smart Cable - Purple
appliedenergistics2:part:51, ME Smart Cable - Blue
appliedenergistics2:part:52, ME Smart Cable - Brown
appliedenergistics2:part:53, ME Smart Cable - Green
appliedenergistics2:part:54, ME Smart Cable - Red
appliedenergistics2:part:55, ME Smart Cable - Black
appliedenergistics2:part:56, ME Smart Cable - Fluix
appliedenergistics2:part:420, ME Conversion Monitor
appliedenergistics2:part:360, ME Crafting Terminal
appliedenergistics2:part:200, Dark Illuminated Panel
appliedenergistics2:part:260, ME Export Bus
appliedenergistics2:part:302, ME Fluid Annihilation Plane
appliedenergistics2:part:261, ME Fluid Export Bus
appliedenergistics2:part:321, ME Fluid Formation Plane
appliedenergistics2:part:241, ME Fluid Import Bus
appliedenergistics2:part:441, ME Fluid Interface
appliedenergistics2:part:281, ME Fluid Level Emitter
appliedenergistics2:part:221, ME Fluid Storage Bus
appliedenergistics2:part:520, ME Fluid Terminal
appliedenergistics2:part:320, ME Formation Plane
appliedenergistics2:part:301, ME Identity Annihilation Plane
appliedenergistics2:part:240, ME Import Bus
appliedenergistics2:part:440, ME Interface
appliedenergistics2:part:480, ME Interface Terminal
appliedenergistics2:part:100, ME Inverted Toggle Bus
appliedenergistics2:part:280, ME Level Emitter
appliedenergistics2:part:160, Bright Illuminated Panel
appliedenergistics2:part:469, P2P Tunnel - FE
appliedenergistics2:part:463, P2P Tunnel - Fluid
appliedenergistics2:part:462, P2P Tunnel - Item
appliedenergistics2:part:467, P2P Tunnel - Light
appliedenergistics2:part:460, P2P Tunnel - ME
appliedenergistics2:part:461, P2P Tunnel - Redstone
appliedenergistics2:part:340, ME Pattern Terminal
appliedenergistics2:part:140, Quartz Fiber
appliedenergistics2:part:180, Illuminated Panel
appliedenergistics2:part:220, ME Storage Bus
appliedenergistics2:part:400, ME Storage Monitor
appliedenergistics2:part:380, ME Terminal
appliedenergistics2:part:80, ME Toggle Bus
avaritiarecipemaker:avaritiarecipemakerblock, Avaritia Recipe Factory
avaritiarecipemaker:vanillarecipemakerblock, Vanilla Recipe Factory
basemetals:human_detector, Security Pressure Plate
basemetals:copper_ingot, Copper Ingot
basemetals:copper_gear, Copper Gear
basemetals:copper, Molten Copper
basemetals:copper_ore, Copper Ore
basemetals:copper_powder, Copper Dust
basemetals:copper_block, Block of Copper
basemetals:copper_horse_armor, Copper Horse Armor
basemetals:copper_shears, Copper Shears
basemetals:copper_nugget, Copper Nugget
basemetals:copper_plate, Copper Plate
basemetals:lead_ore, Lead Ore  
basemetals:lead_ingot, Lead Ingot
basemetals:lead_plate, Lead Plate
basemetals:lead_gear, Lead Gear
basemetals:lead, Molten Lead
basemetals:lead_block, Block of Lead
basemetals:lead_powder, Lead Dust
basemetals:lead_horse_armor, Lead Horse Armor
basemetals:lead_shears, Lead Shears
basemetals:lead_nugget, Lead Nugget
basemetals:nickel_crushed_purified, Purified Crushed Nickel Ore
basemetals:nickel_ore, Nickel Ore
basemetals:nickel_gear, Nickel Gear
basemetals:nickel_powder, Nickel Dust
basemetals:nickel_clump,  Nickel Clump 
basemetals:nickel_block, Block of Nickel
basemetals:nickel_crushed, Crushed Nickel Ore
basemetals:nickel_ingot, Nickel Ingot
basemetals:nickel_crystal,  Nickel Crystal 
basemetals:nickel, Molten Nickel
basemetals:nickel_plate, Nickel Plate
basemetals:nickel_horse_armor, Nickel Horse Armor
basemetals:nickel_shears, Nickel Shears
basemetals:nickel_nugget, Nickel Nugget
basemetals:nickel_powder_dirty, Dirty Nickel Dust
basemetals:nickel_shard,  Nickel Shard 
basemetals:silver_block, Block of Silver
basemetals:silver_ingot, Silver Ingot
basemetals:silver_gear, Silver Gear
basemetals:silver, Molten Silver
basemetals:silver_plate, Silver Plate
basemetals:silver_powder, Silver Dust
basemetals:silver_horse_armor, Silver Horse Armor
basemetals:silver_shears, Silver Shears
basemetals:silver_ore, Silver Ore
basemetals:silver_nugget, Silver Nugget
basemetals:tin_plate, Tin Plate
basemetals:tin_ingot, Tin Ingot
basemetals:tin_gear, Tin Gear
basemetals:tin, Molten Tin
basemetals:tin_block, Block of Tin
basemetals:tin_powder, Tin Dust
basemetals:tin_ore, Tin Ore
basemetals:tin_horse_armor, Tin Horse Armor
basemetals:tin_shears, Tin Shears
basemetals:tin_nugget, Tin Nugget
basemetals:zinc_crushed_purified, Purified Crushed Zinc Ore
basemetals:zinc_gear, Zinc Gear
basemetals:zinc_block, Block of Zinc
basemetals:zinc_powder, Zinc Dust
basemetals:zinc_clump,  Zinc Clump 
basemetals:zinc_crushed, Crushed Zinc Ore
basemetals:zinc_ingot, Zinc Ingot
basemetals:zinc_crystal, Zinc Crystal 
basemetals:zinc, Molten Zinc
basemetals:zinc_plate, Zinc Plate
basemetals:zinc_ore, Zinc Ore
basemetals:zinc_horse_armor, Zinc Horse Armor
basemetals:zinc_shears, Zinc Shears
basemetals:zinc_nugget, Zinc Nugget
basemetals:zinc_powder_dirty, Dirty Zinc Dust
basemetals:zinc_shard,  Zinc Shard 
basemetals:electrum_blend, Electrum Blend
basemetals:electrum_ingot, Electrum Ingot
basemetals:electrum_plate, Electrum Plate
basemetals:electrum_gear, Electrum Gear
basemetals:electrum, Molten Electrum
basemetals:electrum_smallblend, Tiny Pile of Electrum Blend
basemetals:electrum_powder, Electrum Dust
basemetals:electrum_horse_armor, Electrum Horse Armor
basemetals:electrum_block, Block of Electrum
basemetals:electrum_shears, Electrum Shears
basemetals:electrum_nugget, Electrum Nugget
basemetals:invar_blend, Invar Blend
basemetals:invar_ingot, Invar Ingot
basemetals:invar_gear, Invar Gear
basemetals:invar, Molten Invar
basemetals:invar_smallblend, Tiny Pile of Invar Blend
basemetals:invar_block, Block of Invar
basemetals:invar_plate, Invar Plate
basemetals:invar_powder, Invar Dust
basemetals:invar_horse_armor, Invar Horse Armor
basemetals:invar_shears, Invar Shears
basemetals:invar_nugget, Invar Nugget
basemetals:steel_blend, Steel Blend
basemetals:steel_plate, Steel Plate
basemetals:steel_ingot, Steel Ingot
basemetals:steel_gear, Steel Gear
basemetals:steel, Molten Steel
basemetals:steel_smallblend, Tiny Pile of Steel Blend
basemetals:steel_powder, Steel Dust
basemetals:steel_horse_armor, Steel Horse Armor
basemetals:steel_shears, Steel Shears
basemetals:steel_block, Block of Steel
basemetals:steel_nugget, Steel Nugget
basemetals:coldiron_crushed_purified, Purified Crushed Cold-Iron Ore
basemetals:coldiron_gear, Cold-Iron Gear
basemetals:coldiron_powder, Cold-Iron Dust
basemetals:coldiron_clump,  Cold-Iron Clump 
basemetals:coldiron_crushed, Crushed Cold-Iron Ore
basemetals:coldiron_plate, Cold-Iron Plate
basemetals:coldiron_ingot, Cold-Iron Ingot
basemetals:coldiron_crystal,  Cold-Iron Crystal 
basemetals:coldiron, Molten Cold-Iron
basemetals:coldiron_block, Block of Cold-Iron
basemetals:coldiron_ore, Cold-Iron Ore
basemetals:coldiron_horse_armor, Cold-Iron Horse Armor
basemetals:coldiron_shears, Cold-Iron Shears
basemetals:coldiron_nugget, Cold-Iron Nugget
basemetals:coldiron_powder_dirty, Dirty Cold-Iron Dust
basemetals:coldiron_shard,  Cold-Iron Shard 
basemetals:platinum_crushed_purified, Purified Crushed Platinum Ore
basemetals:platinum_block, Block of Platinum
basemetals:platinum_gear, Platinum Gear
basemetals:platinum_powder, Platinum Dust
basemetals:platinum_clump,  Platinum Clump 
basemetals:platinum_crushed, Crushed Platinum Ore
basemetals:platinum_ingot, Platinum Ingot
basemetals:platinum_plate, Platinum Plate
basemetals:platinum_crystal,  Platinum Crystal 
basemetals:platinum, Molten Platinum
basemetals:platinum_ore, Platinum Ore
basemetals:platinum_horse_armor, Platinum Horse Armor
basemetals:platinum_shears, Platinum Shears
basemetals:platinum_nugget, Platinum Nugget
basemetals:platinum_powder_dirty, Dirty Platinum Dust
basemetals:platinum_shard,  Platinum Shard 
basemetals:starsteel_crushed_purified, Purified Crushed Star-Steel Ore
basemetals:starsteel_gear, Star-Steel Gear
basemetals:starsteel_ore, Star-Steel Ore  
basemetals:starsteel_block, Block of Star-Steel
basemetals:starsteel_plate, Star-Steel Plate
basemetals:starsteel_powder, Star-Steel Dust
basemetals:starsteel_clump,  Star-Steel Clump 
basemetals:starsteel_crushed, Crushed Star-Steel Ore
basemetals:starsteel_ingot, Star-Steel Ingot
basemetals:starsteel_crystal,  Star-Steel Crystal 
basemetals:starsteel, Molten Star-Steel
basemetals:starsteel_horse_armor, Star-Steel Horse Armor
basemetals:starsteel_shears, Star-Steel Shears
basemetals:starsteel_nugget, Star-Steel Nugget
basemetals:starsteel_powder_dirty, Dirty Star-Steel Dust
basemetals:starsteel_shard,  Star-Steel Shard 
basemetals:aquarium_blend, Aquarium Blend
basemetals:aquarium_block, Block of Aquarium
basemetals:aquarium_ingot, Aquarium Ingot
basemetals:aquarium_gear, Aquarium Gear
basemetals:aquarium_plate, Aquarium Plate
basemetals:aquarium, Molten Aquarium
basemetals:aquarium_smallblend, Tiny Pile of Aquarium Blend
basemetals:aquarium_powder, Aquarium Dust
basemetals:aquarium_horse_armor, Aquarium Horse Armor
basemetals:aquarium_shears, Aquarium Shears
basemetals:aquarium_nugget, Aquarium Nugget
basemetals:mithril_blend, Mithril Blend
basemetals:mithril_ingot, Mithril Ingot
basemetals:mithril_gear, Mithril Gear
basemetals:mithril_block, Block of Mithril
basemetals:mithril, Molten Mithril
basemetals:mithril_smallblend, Tiny Pile of Mithril Blend
basemetals:mithril_powder, Mithril Dust
basemetals:mithril_plate, Mithril Plate
basemetals:mithril_horse_armor, Mithril Horse Armor
basemetals:mithril_shears, Mithril Shears
basemetals:mithril_nugget, Mithril Nugget
basemetals:mercury_ingot, Liquid Mercury
basemetals:mercury, Liquid Mercury
basemetals:mercury_powder, Mercury Ore Dust
basemetals:mercury_ore, Mercury Ore
basemetals:mercury_nugget, Small Blob of Liquid Mercury
baubles:ring:0, Miner's Ring
chisel:auto_chisel, Auto Chisel
chisel:chisel_iron, Chisel
chisel:chisel_diamond, Diamond Chisel
chisel:chisel_hitech, iChisel
chisel:offsettool, Ender Offset Wand
cathedral:cathedral_railing_various:0, Stone Railing
cathedral:cathedral_railing_various:1, Sandstone Railing
cathedral:cathedral_railing_various:2, Red Sandstone Railing
cathedral:cathedral_railing_various:3, Obsidian Railing
cathedral:cathedral_railing_various:4, Netherbrick Railing
cathedral:cathedral_railing_various:5, Quartz Railing
cathedral:cathedral_railing_various:6, Endstone Railing
cathedral:cathedral_railing_various:7, Packed Ice Railing
cathedral:cathedral_railing_various:8, Snow Railing
cathedral:cathedral_railing_various:9, Marble Railing
cathedral:cathedral_railing_various:10, Limestone Railing
cathedral:cathedral_railing_various:11, Basalt Railing
cathedral:cathedral_railing_various:12, Dwarven Railing
cathedral:cathedral_pillar_various:0, Stone Pillar
cathedral:cathedral_pillar_various:1, Sandstone Pillar
cathedral:cathedral_pillar_various:2, Red Sandstone Pillar
cathedral:cathedral_pillar_various:3, Obsidian Pillar
cathedral:cathedral_pillar_various:4, Netherbrick Pillar
cathedral:cathedral_pillar_various:5, Quartz Pillar
cathedral:cathedral_pillar_various:6, Endstone Pillar
cathedral:cathedral_pillar_various:7, Packed Ice Pillar
cathedral:cathedral_pillar_various:8, Snow Pillar
cathedral:cathedral_pillar_various:9, Marble Pillar
cathedral:cathedral_pillar_various:10, Limestone Pillar
cathedral:cathedral_pillar_various:11, Basalt Pillar
cathedral:cathedral_pillar_various:12, Dwarven Pillar
cathedral:cathedral_glass_stained:0, Fire Taijitu Cathedral Glass
cathedral:cathedral_glass_stained:1, Amber Rhombus Cathedral Glass
cathedral:cathedral_pane_stained:0, Fire Taijitu Cathedral Glass Pane
cathedral:cathedral_pane_stained:1, Amber Rhombus Cathedral Glass Pane
cathedral:cathedral_chain_various:0, Iron Chain
cathedral:cathedral_chain_various:1, Gold Chain
cathedral:cathedral_chain_various:2, Dwarven Chain
cathedral:cathedral_chain_various:3, Copper Chain
cathedral:cathedral_chain_various:4, Bronze Chain
cathedral:cathedral_chain_various:5, Silver Chain
cathedral:cathedral_chain_various:6, Enderium Chain
cathedral:deckprism:0, White Deck Prism
cathedral:deckprism:1, Orange Deck Prism
cathedral:deckprism:2, Magenta Deck Prism
cathedral:deckprism:3, Light Blue Deck Prism
cathedral:deckprism:4, Yellow Deck Prism
cathedral:deckprism:5, Lime Deck Prism
cathedral:deckprism:6, Pink Deck Prism
cathedral:deckprism:7, Gray Deck Prism
cathedral:deckprism:8, Light Gray Deck Prism
cathedral:deckprism:9, Cyan Deck Prism
cathedral:deckprism:10, Purple Deck Prism
cathedral:deckprism:11, Blue Deck Prism
cathedral:deckprism:12, Brown Deck Prism
cathedral:deckprism:13, Green Deck Prism
cathedral:deckprism:14, Red Deck Prism
cathedral:deckprism:15, Black Deck Prism
cathedral:cathedral_gargoyle_demon_stone, Stone Gargoyle
cathedral:cathedral_gargoyle_demon_sandstone, Sandstone Gargoyle
cathedral:cathedral_gargoyle_demon_redsandstone, Red Sandstone Gargoyle
cathedral:cathedral_gargoyle_demon_obsidian, Obsidian Gargoyle
cathedral:cathedral_gargoyle_demon_netherbrick, Netherbrick Gargoyle
cathedral:cathedral_gargoyle_demon_quartz, Quartz Gargoyle
cathedral:cathedral_gargoyle_demon_endstone, Endstone Gargoyle
cathedral:cathedral_gargoyle_demon_packedice, Packed Ice Gargoyle
cathedral:cathedral_gargoyle_demon_snow, Snow Gargoyle
cathedral:cathedral_gargoyle_demon_marble, Marble Gargoyle
cathedral:cathedral_gargoyle_demon_limestone, Limestone Gargoyle
cathedral:cathedral_gargoyle_demon_basalt, Basalt Gargoyle
cathedral:cathedral_gargoyle_demon_dwemer, Dwarven Gargoyle
cathedral:basalt_block_carved:0, Basalt Paver
cathedral:basalt_block_carved:1, Basalt Poison
cathedral:basalt_block_carved:2, Basalt Sunken Tile
cathedral:basalt_block_carved:3, Basalt Vault
cathedral:basalt_block_carved:4, Basalt Sunken
cathedral:basalt_block_carved:5, Basalt Knotted
cathedral:basalt_slab_carved:0, Basalt Raw Slab
cathedral:basalt_slab_carved:1, Basalt Small Tiles Slab
cathedral:basalt_slab_carved:2, Basalt Layers Slab
cathedral:basalt_slab_carved:3, Basalt Bricks Slab
cathedral:basalt_slab_carved:4, Basalt Small Bricks Slab
cathedral:basalt_slab_carved:5, Basalt Tiles Slab
cathedral:basalt_slab_carved:6, Basalt Bevelled Slab
cathedral:basalt_stairs_carved_raw, Basalt Stairs
cathedral:basalt_stairs_carved_smalltiles, Basalt Small Tiles Stairs
cathedral:basalt_stairs_carved_layers, Basalt Layers Stairs
cathedral:basalt_stairs_carved_bricks, Basalt Bricks Stairs
cathedral:basalt_stairs_carved_smallbricks, Basalt Small Bricks Stairs
cathedral:basalt_stairs_carved_tiles, Basalt Tiles Stairs
cathedral:basalt_stairs_carved_slabs, Basalt Slabs Stairs
cathedral:basalt_block_checkered:0, Checkered
cathedral:basalt_block_checkered:1, Checkered Border
cathedral:basalt_block_checkered:2, Checkered Small
cathedral:basalt_block_checkered:3, Checkered Tiles
cathedral:basalt_block_checkered:4, Checkered Small Tiles
cathedral:basalt_slab_checkered:0, Checkered Slab
cathedral:basalt_slab_checkered:1, Checkered Small Slab
cathedral:basalt_slab_checkered:2, Checkered Tiles Slab
cathedral:basalt_slab_checkered:3, Checkered Small Tiles Slab
cathedral:basalt_stairs_checkered_normal, Checkered Stairs
cathedral:basalt_stairs_checkered_small, Checkered Small Tiles Stairs
cathedral:basalt_stairs_checkered_tiles, Checkered Tiles Stairs
cathedral:basalt_stairs_checkered_tilessmall, Checkered Bricks Stairs
cathedral:dwemer_block_carved:0, Dwarven Embedded Plate
cathedral:dwemer_block_carved:1, Dwarven Bordered Pillar
cathedral:dwemer_block_carved:2, Dwarven Stone Altar
cathedral:dwemer_block_carved:3, Dwarven Carved Snake
cathedral:dwemer_block_carved:4, Dwarven Carved Figures
cathedral:dwemer_block_carved:5, Dwarven Reinforced Brick
cathedral:dwemer_block_carved:6, Dwarven Scale Pillar
cathedral:dwemer_block_carved:7, Dwarven Worm Gear
cathedral:dwemer_block_carved:8, Dwarven Ray Carving
cathedral:dwemer_block_carved:9, Dwarven Knot
cathedral:dwemer_block_carved:10, Dwarven Mask
cathedral:dwemer_block_carved:11, Dwarven Panel
cathedral:dwemer_block_carved:12, Dwarven Vent
cathedral:dwemer_light_normal:0, Dwarven Path Lighting
cathedral:dwemer_light_normal:1, Dwarven Burning Vent
cathedral:dwemer_light_normal:2, Dwarven Gaslit Vent
cathedral:dwemer_glass_normal:0, Dwarven Metal Fence
cathedral:dwemer_glass_normal:1, Dwarven Metal Ornate
cathedral:dwemer_bars_normal:0, Dwarven Metal Bars
cathedral:dwemer_bars_normal:1, Dwarven Metal Bars Ornate
cathedral:dwemer_bars_normal:2, Dwarven Metal Bars Footer
cathedral:dwemer_bars_normal:3, Dwarven Metal Bars Header
cathedral:dwemer_bars_normal:4, Dwarven Metal Bars Mask
cathedral:dwemer_bars_normal:5, Dwarven Metal Bars Rhombus
cathedral:dwemer_door_normal, Short Dwarven Door
cathedral:dwemer_door_tall, Tall Dwarven Door
cathedral:extras_block_stone:0, Stone Paver
cathedral:extras_block_stone:1, Stone Knot
cathedral:extras_block_endstone:0, Endstone Paver
cathedral:extras_block_endstone:1, Endstone Checkered Tiles
cathedral:extras_slab_endstone:0, Endstone Raw Slab
cathedral:extras_slab_endstone:1, Endstone Small Tiles Slab
cathedral:extras_slab_endstone:2, Endstone Layers Slab
cathedral:extras_slab_endstone:3, Endstone Bricks Slab
cathedral:extras_slab_endstone:4, Endstone Small Bricks Slab
cathedral:extras_slab_endstone:5, Endstone Tiles Slab
cathedral:extras_slab_endstone:6, Endstone Slab
cathedral:extras_slab_endstone:7, tile.extras_slab_endstone.checkered.name
cathedral:extras_stairs_endstone_raw, Endstone Raw Stairs
cathedral:extras_stairs_endstone_smalltiles, Endstone Small Tiles Stairs
cathedral:extras_stairs_endstone_layers, Endstone Layers Stairs
cathedral:extras_stairs_endstone_bricks, Endstone Bricks Stairs
cathedral:extras_stairs_endstone_smallbricks, Endstone Small Bricks Stairs
cathedral:extras_stairs_endstone_tiles, Endstone Tiles Stairs
cathedral:extras_stairs_endstone_slabs, Endstone Slabs Stairs
cathedral:extras_stairs_endstone_checkered, Endstone Checkered Stairs
cathedral:claytile, Unfired Clay Tile
cathedral:firedtile, Fired Clay Tile
cathedral:roofing_shingles_natural, Natural Terra Cotta Roof
cathedral:roofing_shingles_white, White Terra Cotta Roof
cathedral:roofing_shingles_orange, Orange Terra Cotta Roof
cathedral:roofing_shingles_magenta, Magenta Terra Cotta Roof
cathedral:roofing_shingles_light_blue, Light Blue Terra Cotta Roof
cathedral:roofing_shingles_yellow, Yellow Terra Cotta Roof
cathedral:roofing_shingles_lime, Lime Terra Cotta Roof
cathedral:roofing_shingles_pink, Pink Terra Cotta Roof
cathedral:roofing_shingles_gray, Gray Terra Cotta Roof
cathedral:roofing_shingles_silver, Light Gray Terra Cotta Roof
cathedral:roofing_shingles_cyan, Cyan Terra Cotta Roof
cathedral:roofing_shingles_purple, Purple Terra Cotta Roof
cathedral:roofing_shingles_blue, Blue Terra Cotta Roof
cathedral:roofing_shingles_brown, Brown Terra Cotta Roof
cathedral:roofing_shingles_green, Green Terra Cotta Roof
cathedral:roofing_shingles_red, Red Terra Cotta Roof
cathedral:roofing_shingles_black, Black Terra Cotta Roof
cpd:compressedcobblestone, Compressed Cobblestone
cpd:doublecompressedcobblestone, x2 Compressed Cobblestone
cpd:triplecompressedcobblestone, x3 Compressed Cobblestone
cpd:quadruplecompressedcobblestone, x4 Compressed Cobblestone
cpd:quintuplecompressedcobblestone, x5 Compressed Cobblestone
cpd:sextuplecompressedcobblestone, x6 Compressed Cobblestone
cpd:septuplecompressedcobblestone, x7 Compressed Cobblestone
cpd:octuplecompressedcobblestone, x8 Compressed Cobblestone
cpd:nontuplecompressedcobblestone, x9 Compressed Cobblestone
cpd:decuplecompressedcobblestone, x10 Compressed Cobblestone
cpd:compresseddirt, Compressed Dirt
cpd:doublecompresseddirt, x2 Compressed Dirt
cpd:triplecompresseddirt, x3 Compressed Dirt
cpd:quadruplecompresseddirt, x4 Compressed Dirt
cpd:quintuplecompresseddirt, x5 Compressed Dirt
cpd:sextuplecompresseddirt, x6 Compressed Dirt
cpd:septuplecompresseddirt, x7 Compressed Dirt
cpd:octuplecompresseddirt, x8 Compressed Dirt
cpd:nontuplecompresseddirt, x9 Compressed Dirt
cpd:decuplecompresseddirt, x10 Compressed Dirt
cpd:compressedgravel, Compressed Gravel
cpd:doublecompressedgravel, x2 Compressed Gravel
cpd:triplecompressedgravel, x3 Compressed Gravel
cpd:quadruplecompressedgravel, x4 Compressed Gravel
cpd:quintuplecompressedgravel, x5 Compressed Gravel
cpd:sextuplecompressedgravel, x6 Compressed Gravel
cpd:septuplecompressedgravel, x7 Compressed Gravel
cpd:octuplecompressedgravel, x8 Compressed Gravel
cpd:nontuplecompressedgravel, x9 Compressed Gravel
cpd:decuplecompressedgravel, x10 Compressed Gravel
cpd:compressedsand, Compressed Sand
cpd:doublecompressedsand, 2x Compressed Sand
cpd:triplecompressedsand, 3x Compressed Sand
cpd:quadruplecompressedsand, 4x Compressed Sand
cpd:quintuplecompressedsand, 5x Compressed Sand
cpd:sextuplecompressedsand, 6x Compressed Sand
cpd:septuplecompressedsand, 7x Compressed Sand
cpd:octuplecompressedsand, 8x Compressed Sand
cpd:nontuplecompressedsand, 9x Compressed Sand
cpd:decuplecompressedsand, 10x Compressed Sand
cpd:compressednetherrack, Compressed Netherrack
cpd:doublecompressednetherrack, 2x Compressed Netherrack
cpd:triplecompressednetherrack, 3x Compressed Netherrack
cpd:quadruplecompressednetherrack, 4x Compressed Netherrack
cpd:quintuplecompressednetherrack, 5x Compressed Netherrack
cpd:sextuplecompressednetherrack, 6x Compressed Netherrack
cpd:septuplecompressednetherrack, 7x Compressed Netherrack
cpd:octuplecompressednetherrack, 8x Compressed Netherrack
cpd:nontuplecompressednetherrack, 9x Compressed Netherrack
cpd:decuplecompressednetherrack, 10x Compressed Netherrack
cpd:compressedendstone, Compressed End Stone
cpd:doublecompressedendstone, 2x Compressed End Stone
cpd:triplecompressedendstone, 3x Compressed End Stone
cpd:quadruplecompressedendstone, 4x Compressed End Stone
cpd:quintuplecompressedendstone, 5x Compressed End Stone
cpd:sextuplecompressedendstone, 6x Compressed End Stone
cpd:septuplecompressedendstone, 7x Compressed End Stone
cpd:octuplecompressedendstone, 8x Compressed End Stone
cpd:nontuplecompressedendstone, 9x Compressed End Stone
cpd:decuplecompressedendstone, 10x Compressed End Stone
deepmoblearning:machine_casing, Soot-covered Machine Casing
deepmoblearning:infused_ingot_block, Glitch Infused Block
deepmoblearning:simulation_chamber, Simulation Chamber
deepmoblearning:extraction_chamber, Loot Fabricator
deepmoblearning:trial_keystone, Trial Keystone
deepmoblearning:soot_covered_redstone, Soot-covered Redstone
deepmoblearning:soot_covered_plate, Soot-covered Plate
deepmoblearning:polymer_clay, Polymer Clay
deepmoblearning:deep_learner, §bDeep Learner§r
deepmoblearning:data_model_blank, Blank Data Model
deepmoblearning:creative_model_learner, Creative Model Learner
deepmoblearning:trial_key, §bTrial Key§r
deepmoblearning:glitch_heart, §bCorrupted Glitch Heart§r
deepmoblearning:glitch_fragment, §bUnstable Glitch Fragment§r
deepmoblearning:glitch_infused_ingot, §bGlitch Infused Ingot§r
deepmoblearning:glitch_infused_helmet, §bGlitch Infused Helmet§r
deepmoblearning:glitch_infused_chestplate, §bGlitch Infused Chestplate§r
deepmoblearning:glitch_infused_leggings, §bGlitch Infused Leggings§r
deepmoblearning:glitch_infused_boots, §bGlitch Infused Greaves§r
deepmoblearning:glitch_infused_sword, §bGlitch Infused Sword§r
deepmoblearning:data_model_zombie, §bZombie Data Model§r
deepmoblearning:data_model_skeleton, §bSkeleton Data Model§r
deepmoblearning:data_model_creeper, §bCreeper Data Model§r
deepmoblearning:data_model_spider, §bSpider Data Model§r
deepmoblearning:data_model_slime, §bSlime Data Model§r
deepmoblearning:data_model_witch, §bWitch Data Model§r
deepmoblearning:data_model_blaze, §bBlaze Data Model§r
deepmoblearning:data_model_ghast, §bGhast Data Model§r
